,Unnamed: 0,Enzyme,Reaction,Reference:,Reference ID:,EC Value:,Method:,Buffer:,Evaluation:,T [K],pH ,Keq,Km,Enthalpy [kJ / mol],solutes [mol / dm^3],solutes [mol / kg],Ionic strength [mol / kg],Ionic strength [mol / dm^3],Experimental conditions
2456,2456, xylose isomerase, D-glucose(aq) = D-fructose(aq),Schimerlik M.I.; Cleland W.W.; Biochemistry; 16 565 (1977).,77SCH/CLE_151," 1.1.1.40                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, acetic acid glycine cacodylic acid and Hepes, C,298.15,7.1,0.029,,,,,,,
2457,2457, phosphomannomutase, D-mannose 1-phosphate(aq) = D-mannose 6-phosphate(aq),Schirch L.V.; Tatum C.M. Jr.; Benkovic S.J.; Biochemistry; 16 410 (1977).,77SCH/TAT_350," 2.1.2.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry and radioactivity, potassium phosphate, A,303.15,7.3,0.125,,,,,,,
2458,2458,nan,nan,,,,,,,308.15,7.5,0.083,,,,,,,
2459,2459, arginine kinase, ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Sramek S.J.; Frerman F.E.; Arch. Biochem. Biophys.; 181 178 (1977).,77SRA/FRE_722," 2.8.3.8                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.067 mol dm-3) + HCl, C,298.15,8.1,0.13,,,,,,,
2460,2460, formate dehydrogenase, formate(aq) + NAD(aq) + H2O(l) = carbon dioxide(aq) + NADH(aq),Traut T.W.; Jones M.E.; J. Biol. Chem.; 252 8374 (1977).,77TRA/JON_481," 2.4.2.10                                                    (ENZYME |                                                 KEGG)                                                ", TLC and radioactivity, Tris (0.02 mol dm-3) + HCl, B,310.15,7.4,14,,,,,,,
2461,2461, urease, urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq),Christopherson R.I.; Matsuura T.; Jones M.E.; Anal. Biochem.; 89 225 (1978).,78CHR/MAT_1038," 3.5.2.3                                                    (ENZYME |                                                 KEGG)                                                ", chromatography and radioactivity, Hepes (0.060 mol dm-3), C,310.15,7.5,10.8,,,,,,,
2462,2462, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),Infante J.P.; Kinsella J.E.; Biochim. Biophys. Acta; 526 440 (1978).,78INF/KIN_701," 2.7.7.15                                                    (ENZYME |                                                 KEGG)                                                ", paper chromatography, Hepes and Tris, B,310.15,7.5,0.2,,,,,,0.15,3 = -log[Mg+2]
2463,2463, glucose oxidase and catalase," Î²-D-glucose(aq) + 1/2 O2(aq) = D-glucono-1,5-lactone(aq) + H2O(liq)",Lynn R.; Guynn R.W.; J. Biol. Chem.; 253 2546 (1978).,78LYN/GUY_1437," 6.2.1.4                                                    (ENZYME |                                                 KEGG)                                                ", fluorimetry and spectrophotometry, Tris (0.1 mol dm-3) + acetic acid, A,298.15,6.82,1.7,,,0.00145 Mg2+ & 0.00145 Mg2+,,,0.25,
2464,2464,nan,nan,,,,,,,298.15,6.83,1.25,,,0.00143 Mg2+ & 0.00143 Mg2+,,,0.25,
2465,2465,nan,nan,,,,,,,298.15,6.85,1.54,,,0.00144 Mg2+ & 0.00144 Mg2+,,,0.25,
2466,2466,nan,nan,,,,,,,298.15,7.14,1.66,,,0.00129 Mg2+ & 0.00129 Mg2+,,,0.25,
2467,2467,nan,nan,,,,,,,298.15,7.15,1.68,,,0.00124 Mg2+ & 0.00124 Mg2+,,,0.25,
2468,2468,nan,nan,,,,,,,298.15,7.15,1.58,,,0.00126 Mg2+ & 0.00126 Mg2+,,,0.25,
2469,2469,nan,nan,,,,,,,298.15,7.15,1.82,,,0.00127 Mg2+ & 0.00127 Mg2+,,,0.25,
2470,2470,nan,nan,,,,,,,298.15,7.19,1.72,,,0.00126 Mg2+ & 0.00126 Mg2+,,,0.25,
2471,2471,nan,nan,,,,,,,311.15,6.75,1.03,,,0.00133 Mg2+ & 0.00133 Mg2+,,,0.25,
2472,2472,nan,nan,,,,,,,311.15,6.75,1.03,,,0.00133 Mg2+ & 0.00133 Mg2+,,,0.25,
2473,2473,nan,nan,,,,,,,311.15,6.75,1.04,,,0.00133 Mg2+ & 0.00133 Mg2+,,,0.25,
2474,2474,nan,nan,,,,,,,311.15,6.75,0.72,,,0.0014 Mg2+ & 0.0014 Mg2+,,,0.25,
2475,2475,nan,nan,,,,,,,311.15,6.8,0.79,,,0.00145 Mg2+ & 0.00145 Mg2+,,,0.25,
2476,2476,nan,nan,,,,,,,311.15,6.82,0.53,,,0.00138 Mg2+ & 0.00138 Mg2+,,,0.25,
2477,2477,nan,nan,,,,,,,311.15,6.83,0.87,,,0.00142 Mg2+ & 0.00142 Mg2+,,,0.25,
2478,2478,nan,nan,,,,,,,311.15,6.93,0.82,,,0.00133 Mg2+ & 0.00133 Mg2+,,,0.25,
2479,2479,nan,nan,,,,,,,311.15,6.94,0.6,,,0.0189 Mg2+ & 0.0189 Mg2+,,,0.25,
2480,2480,nan,nan,,,,,,,311.15,6.96,0.63,,,0.0189 Mg2+ & 0.0189 Mg2+,,,0.25,
2481,2481,nan,nan,,,,,,,311.15,7.01,0.73,,,0.0139 Mg2+ & 0.0139 Mg2+,,,0.25,
2482,2482,nan,nan,,,,,,,311.15,7.02,0.68,,,0.0139 Mg2+ & 0.0139 Mg2+,,,0.25,
2483,2483,nan,nan,,,,,,,311.15,7.03,0.82,,,0.00131 Mg2+ & 0.00131 Mg2+,,,0.25,
2484,2484,nan,nan,,,,,,,311.15,7.04,0.75,,,0.00666 Mg2+ & 0.00666 Mg2+,,,0.25,
2485,2485,nan,nan,,,,,,,311.15,7.05,0.79,,,0.00666 Mg2+ & 0.00666 Mg2+,,,0.25,
2486,2486,nan,nan,,,,,,,311.15,7.08,0.72,,,0.0013 Mg2+ & 0.0013 Mg2+,,,0.25,
2487,2487,nan,nan,,,,,,,311.15,7.08,0.72,,,0.00134 Mg2+ & 0.00134 Mg2+,,,0.25,
2488,2488,nan,nan,,,,,,,311.15,7.09,0.74,,,0.00128 Mg2+ & 0.00128 Mg2+,,,0.25,
2489,2489,nan,nan,,,,,,,311.15,7.1,0.61,,,0.00132 Mg2+ & 0.00132 Mg2+,,,0.25,
2490,2490,nan,nan,,,,,,,311.15,7.1,0.77,,,0.00133 Mg2+ & 0.00133 Mg2+,,,0.25,
2491,2491,nan,nan,,,,,,,311.15,7.11,0.53,,,0.0013 Mg2+ & 0.0013 Mg2+,,,0.25,
2492,2492,nan,nan,,,,,,,311.15,7.11,0.65,,,0.0013 Mg2+ & 0.0013 Mg2+,,,0.25,
2493,2493,nan,nan,,,,,,,311.15,7.12,1,,,0.00011 Mg2+ & 0.00011 Mg2+,,,0.25,
2494,2494,nan,nan,,,,,,,311.15,7.12,0.79,,,0.00125 Mg2+ & 0.00125 Mg2+,,,0.25,
2495,2495,nan,nan,,,,,,,311.15,7.12,0.54,,,0.00131 Mg2+ & 0.00131 Mg2+,,,0.25,
2496,2496,nan,nan,,,,,,,311.15,7.17,0.52,,,0.00115 Mg2+ & 0.00115 Mg2+,,,0.25,
2497,2497,nan,nan,,,,,,,311.15,7.17,0.63,,,0.00116 Mg2+ & 0.00116 Mg2+,,,0.25,
2498,2498,nan,nan,,,,,,,311.15,7.27,0.54,,,0.00128 Mg2+ & 0.00128 Mg2+,,,0.25,
2499,2499,nan,nan,,,,,,,311.15,7.27,0.56,,,0.00128 Mg2+ & 0.00128 Mg2+,,,0.25,
2500,2500,nan,nan,,,,,,,311.15,7.3,0.5,,,0.00127 Mg2+ & 0.00127 Mg2+,,,0.25,
2501,2501, xylose isomerase, D-glucose(aq) = D-fructose(aq),Lynn R.; Guynn R.W.; J. Biol. Chem.; 253 2546 (1978).,78LYN/GUY_666," 2.7.4.6                                                    (ENZYME |                                                 KEGG)                                                ", fluorimetry and spectrophotometry, potassium phosphate (0.025 mol dm-3), A,311.15,7,1.04,,,,,,0.25,
2502,2502, pancreatic ribonuclease, cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = cytidine 3'-monophosphate(aq),McGuinness E.T.; Brown H.D.; Chattopadhyay S.K.; Chen F.; Biochim. Biophys. Acta; 530 247 (1978).,78MCG/BRO_230," 1.1.3.6                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate (0.067 mol dm-3), B,303.15,7,,,-114,,,,,
2503,2503, tryptophan synthase, D-glyceraldehyde 3-phosphate(aq) + indole(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq),McGuinness E.T.; Brown H.D.; Chattopadhyay S.K.; Chen F.; Biochim. Biophys. Acta; 530 247 (1978).,78MCG/BRO_231," 1.1.3.6 & 1.11.1.6                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate (0.067 mol dm-3), B,303.15,7,,,-214,,,,,
2504,2504, creatine kinase, phosphocreatine(aq) + cyclocreatine(aq) = creatine(aq) + phosphocyclocreatine(aq),van der Meer R.; Akerboom T.P.M.; Groen A.K.; Tager J.M.; Eur. J. Biochem.; 84 421 (1978).,78MEE/AKE_258," 1.2.1.12 & 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate  (0.020 mol dm-3), B,310.15,7,586,,,1.48E-04 Mg2+ & 1.48E-04 Mg2+,,,,
2505,2505,nan,nan,,,,,,,310.15,7,670,,,1.66E-04 Mg2+ & 1.66E-04 Mg2+,,,,
2506,2506,nan,nan,,,,,,,310.15,7,288,,,1.78E-05 Mg2+ & 1.78E-05 Mg2+,,,,
2507,2507,nan,nan,,,,,,,310.15,7,288,,,2.00E-06 Mg2+ & 2.00E-06 Mg2+,,,,
2508,2508,nan,nan,,,,,,,310.15,7,622,,,2.09E-04 Mg2+ & 2.09E-04 Mg2+,,,,
2509,2509,nan,nan,,,,,,,310.15,7,1540,,,2.19E-03 Mg2+ & 2.19E-03 Mg2+,,,,
2510,2510,nan,nan,,,,,,,310.15,7,1930,,,2.34E-03 Mg2+ & 2.34E-03 Mg2+,,,,
2511,2511,nan,nan,,,,,,,310.15,7,353,,,2.34E-05 Mg2+ & 2.34E-05 Mg2+,,,,
2512,2512,nan,nan,,,,,,,310.15,7,306,,,3.02E-06 Mg2+ & 3.02E-06 Mg2+,,,,
2513,2513,nan,nan,,,,,,,310.15,7,817,,,3.31E-04 Mg2+ & 3.31E-04 Mg2+,,,,
2514,2514,nan,nan,,,,,,,310.15,7,975,,,3.80E-04 Mg2+ & 3.80E-04 Mg2+,,,,
2515,2515,nan,nan,,,,,,,310.15,7,412,,,6.17E-05 Mg2+ & 6.17E-05 Mg2+,,,,
2516,2516,nan,nan,,,,,,,310.15,7,1130,,,7.41E-04 Mg2+ & 7.41E-04 Mg2+,,,,
2517,2517,nan,nan,,,,,,,310.15,7,490,,,8.32E-05 Mg2+ & 8.32E-05 Mg2+,,,,
2518,2518,nan,nan,,,,,,,310.15,7,1310,,,8.91E-04 Mg2+ & 8.91E-04 Mg2+,,,,
2519,2519, chymotrypsin, N-acetyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + methanol(aq),van der Meer R.; Akerboom T.P.M.; Groen A.K.; Tager J.M.; Eur. J. Biochem.; 84 421 (1978).,78MEE/AKE_585," 1.2.1.12 & 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate (0.020 mol dm-3), B,310.15,7,586,,,1.48E-04 Mg2+ & 1.48E-04 Mg2+,,,,
2520,2520,nan,nan,,,,,,,310.15,7,6.70E+02,,,,,,,
2521,2521,nan,nan,,,,,,,310.15,7,2.88E+02,,,,,,,
2522,2522,nan,nan,,,,,,,310.15,7,2.88E+02,,,,,,,
2523,2523,nan,nan,,,,,,,310.15,7,6.22E+02,,,,,,,
2524,2524,nan,nan,,,,,,,310.15,7,1.54E+03,,,,,,,
2525,2525,nan,nan,,,,,,,310.15,7,1.93E+03,,,,,,,
2526,2526,nan,nan,,,,,,,310.15,7,3.53E+02,,,,,,,
2527,2527,nan,nan,,,,,,,310.15,7,3.06E+02,,,,,,,
2528,2528,nan,nan,,,,,,,310.15,7,8.17E+02,,,,,,,
2529,2529,nan,nan,,,,,,,310.15,7,9.75E+02,,,,,,,
2530,2530,nan,nan,,,,,,,310.15,7,4.12E+02,,,,,,,
2531,2531,nan,nan,,,,,,,310.15,7,1.13E+03,,,,,,,
2532,2532,nan,nan,,,,,,,310.15,7,4.90E+02,,,,,,,
2533,2533,nan,nan,,,,,,,310.15,7,1.31E+03,,,,,,,
2534,2534, chymotrypsin, N-acetyl-L-phenylalanylglycinamide(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + glycinamide(aq),Okada G.; Genghof D.S.; Hehre E.J.; Dempum Kagaku; 25 113 (1978).,78OKA/GEN_875," 3.2.1.2                                                    (ENZYME |                                                 KEGG)                                                ", paper chromatography,, C,303.15,,335,,,,,,,
2535,2535, NAD+ kinase, ATP(aq) + NAD(aq) = ADP(aq) + NADP(aq),Okada G.; Genghof D.S.; Hehre E.J.; Dempum Kagaku; 25 113 (1978).,78OKA/GEN_893," 3.2.1.3                                                    (ENZYME |                                                 KEGG)                                                ", paper chromatography,, C,303.15,,322,,,,,,,
2536,2536, chymotrypsin, N-acetyl-L-tyrosine ethyl ester(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + ethanol(aq),Rao B.D.N.; Cohn M.; Noda L.; J. Biol. Chem.; 253 1149 (1978).,78RAO/COH_650," 2.7.4.3                                                    (ENZYME |                                                 KEGG)                                                ", NMR, Hepes, B,277.15,7,2.6,,,,,,,
2537,2537, urate oxidase and catalase, urate(aq) + 1/2 O2(aq) + 2 H2O(l) = allantoin(aq) + carbon dioxide(aq),Subramanian S.; Biophys. Chem.; 7 375 (1978).,78SUB_279," 1.4.1.3                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate, A,298.15,7.6,,,46.0,,,,,
2538,2538,nan,nan,,,,,,,308.15,7.6,,,52.3,,,,,
2539,2539, malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+), (S)-malate(aq) + NADP(aq) + H2O(l) = pyruvate(aq) + NADPH(aq) + carbon dioxide(aq),Subramanian S.; Biophys. Chem.; 7 375 (1978).,78SUB_284," 1.4.1.3                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate, A,298.15,7.6,,,64.6,,,,,
2540,2540,nan,nan,,,,,,,308.15,7.6,,,70.3,,,,,
2541,2541, glycine hydroxymethyltransferase," 5,10-methylenetetrahydrofolate(aq) + glycine(aq) + H2O(l) = tetrahydrofolate(aq) + L-serine(aq)",Subramanian S.; Biophys. Chem.; 7 375 (1978).,78SUB_285," 1.4.1.3                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate, B,298.15,7.6,2.91E-06,,,,,,,
2542,2542,nan,nan,,,,,,,308.15,7.6,6.37E-06,,,,,,,
2543,2543, acetate CoA-transferase, acetyl-CoA(aq) + acetoacetate(aq) = acetoacetyl-CoA(aq) + acetate(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_244," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.0038,,,,,,,
2544,2544, orotate phosphoribosyltransferase, orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho-Î±-D-ribose 1-diphosphate(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_245," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.093,,,,,,,
2545,2545, dihydroorotase, (S)-dihydroorotate(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_246," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.024,,,,,,,
2546,2546, choline-phosphate cytidylyltransferase, CTP(aq) + phosphorylcholine(aq) = pyrophosphate(aq) + CDPcholine(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_247," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.6,,,,,,,
2547,2547, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_248," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.01,,,,,,,
2548,2548, nucleoside-diphosphate kinase, ATP(aq) + GDP(aq) = ADP(aq) + GTP(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_249," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.41,,,,,,,
2549,2549, cholesterol oxidase, cholesterol(aq) + O2(aq) = cholest-4-en-3-one(aq) + H2O2(aq),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_253," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.042,,,,,,,
2550,2550, cholesterol oxidase and catalase, cholesterol(aq) + 1/2 O2(aq) = cholest-4-en-3-one(aq) + H2O(l),Byers L.D.; She H.S.; Alayoff A.; Biochemistry; 18 2471 (1979).,79BYE/SHE_255," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, C,298.15,8.4,0.02,,,,,,,
2551,2551, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),Cornell N.W.; Leadbetter M.; Veech R.L.; J. Biol. Chem.; 254 6522 (1979).,79COR/LEA_254," 1.2.1.12                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, potassium phosphate, A,311.15,6.52,0.17,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2552,2552,nan,nan,,,,,,,311.15,6.87,0.41,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2553,2553,nan,nan,,,,,,,311.15,6.91,0.44,,,1.27E-03 Mg2+ & 1.27E-03 Mg2+,,,0.25,
2554,2554,nan,nan,,,,,,,311.15,6.91,0.43,,,1.51E-03 Mg2+ & 1.51E-03 Mg2+,,,0.25,
2555,2555,nan,nan,,,,,,,311.15,6.91,0.43,,,3.10E-04 Mg2+ & 3.10E-04 Mg2+,,,0.25,
2556,2556,nan,nan,,,,,,,311.15,6.91,0.42,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2557,2557,nan,nan,,,,,,,311.15,6.91,0.42,,,9.20E-04 Mg2+ & 9.20E-04 Mg2+,,,0.25,
2558,2558,nan,nan,,,,,,,311.15,6.91,0.41,,,6.40E-04 Mg2+ & 6.40E-04 Mg2+,,,0.25,
2559,2559,nan,nan,,,,,,,311.15,6.92,0.43,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2560,2560,nan,nan,,,,,,,311.15,6.92,0.44,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2561,2561,nan,nan,,,,,,,311.15,6.93,0.45,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2562,2562,nan,nan,,,,,,,311.15,7.05,0.58,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2563,2563,nan,nan,,,,,,,311.15,7.09,0.62,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2564,2564,nan,nan,,,,,,,311.15,7.1,0.205,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.04,
2565,2565,nan,nan,,,,,,,311.15,7.1,0.337,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.1,
2566,2566,nan,nan,,,,,,,311.15,7.1,0.433,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.18,
2567,2567,nan,nan,,,,,,,311.15,7.1,0.487,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.21,
2568,2568,nan,nan,,,,,,,311.15,7.1,0.616,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2569,2569,nan,nan,,,,,,,311.15,7.1,0.789,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.4,
2570,2570,nan,nan,,,,,,,311.15,7.1,1.015,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.6,
2571,2571,nan,nan,,,,,,,311.15,7.11,0.62,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2572,2572,nan,nan,,,,,,,311.15,7.15,0.64,,,<5E-6 Mg2+ & <5E-6 Mg2+,,,0.25,
2573,2573, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),Cornell N.W.; Leadbetter M.; Veech R.L.; J. Biol. Chem.; 254 6522 (1979).,79COR/LEA_259," 1.2.1.12 & 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, potassium phosphate, A,311.15,7,2170,,,1.20E-03 Mg2+ & 1.20E-03 Mg2+,,,,
2574,2574, _-amylase, maltotetraose(aq) + H2O(l) = 2 maltose(aq),Cornell N.W.; Leadbetter M.; Veech R.L.; J. Biol. Chem.; 254 6522 (1979).,79COR/LEA_580," 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, potassium phosphate and triethanolamine, A,311.15,7,0.00143,,,0.01 Mg2+ & 0.01 Mg2+,,,0.25,
