,index,Enzyme:,Reaction:,Reference:,Reference ID:,T(K),pH ,K<sub>c</sub>' ,δ<sub>r</sub>H'<sup>o</sup>(kJ.mol<sup>-1</sup>),Km',δ<sub>r</sub>H(kJ.mol<sup>-1</sup>),K<sub>c</sub> ,"m(KCl,mol.kg<sup>-3</sup>)",added solute ,δ<sub>r</sub>H<sup>o</sup>(kJ.mol<sup>-1</sup>),cosolvent ,δ<sub>r</sub>H?(kJ.mol<sup>-1</sup>),Km' ,media ,Method:,salt ,c(Mg)tot(mol dm<sup>-3</sup>),"c(Tris,mol dm<sup>-3</sup>)",p(MPa),"c(NaCl,mol dm<sup>-3</sup>)",I<sub>c</sub> ,"c(MgCl2,mol dm<sup>-3</sup>)",buffer and/or salt ,Buffer:,K ,"c(CaCl2,mol dm<sup>-3</sup>)",buffer(mol dm<sup>-3</sup>),solvent ,"c(MgSO4,mol dm<sup>-3</sup>)",I<sub>c</sub>(kJ.mol<sup>-1</sup>),δ<sub>r</sub>H(cal)/(n<sup>-1</sup>,kJ.mol<sup>-1</sup>),"c(Mg2+,mol dm<sup>-3</sup>)","c(salt,mol dm<sup>-3</sup>)",pMg ,"δ<sub>r</sub>H(cal)/,kJ.mol<sup>-1</sup>)",EC Value:,"δ<sub>r</sub>Hcal,kJ.mol<sup>-1</sup>)",K' ,"c(phosphate,mol dm<sup>-3</sup>)",percent(dimethyl sulfoxide) ,"c(total substrate,mol dm<sup>-3</sup>)",δ<sub>r</sub>H(cal) ,"m(MgCl2,mol.kg<sup>-1</sup>)",buffer ,"c(glycerol,mol dm<sup>-3</sup>)",K<sub>c</sub>'(mol dm<sup>-3</sup>),"c(MnCl2,mol dm<sup>-3</sup>)",I<sub>c</sub>(mol dm<sup>-3</sup>),I<sub>m</sub>(mol.kg<sup>-1</sup>),c(MgCl2) ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),"c(KCl,mol dm<sup>-3</sup>)",K'(kJ.mol<sup>-1</sup>),protein ,c(nucleotide)tot(mol dm<sup>-3</sup>)
0,2515, orotate phosphoribosyltransferase, orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho-Î±-D-ribose 1-diphosphate(aq),Traut T.W.; Jones M.E.; J. Biol. Chem.; 252 8374 (1977).,77TRA/JON_481,310.15,7.4, , ,, , , , , , , , , , TLC and radioactivity, , , , , , , , , Tris (0.02 mol dm-3) + HCl, , , , , , , , , , , , ," 2.4.2.10                                                    (ENZYME |                                                 KEGG)                                                ", ,14, , , , , , , , , , , , , , , , , 
0,2516, dihydroorotase, (S)-dihydroorotate(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),Christopherson R.I.; Matsuura T.; Jones M.E.; Anal. Biochem.; 89 225 (1978).,78CHR/MAT_1038,310.15,7.5, , ,, , , , , , , , , , chromatography and radioactivity, , , , , , , , , Hepes (0.060 mol dm-3), , , , , , , , , , , , ," 3.5.2.3                                                    (ENZYME |                                                 KEGG)                                                ", ,10.8, , , , , , , , , , , , , , , , , 
0,2517, choline-phosphate cytidylyltransferase, CTP(aq) + phosphorylcholine(aq) = pyrophosphate(aq) + CDPcholine(aq),Infante J.P.; Kinsella J.E.; Biochim. Biophys. Acta; 526 440 (1978).,78INF/KIN_701,310.15,7.5, , ,, , , , , , , , , , paper chromatography, , , , , ,0.15, , , Hepes and Tris, , , , , , , , , , ,3.0, ," 2.7.7.15                                                    (ENZYME |                                                 KEGG)                                                ", ,0.2, , , , , , , , , , , , , , , , , 
0,2518, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq),Lynn R.; Guynn R.W.; J. Biol. Chem.; 253 2546 (1978).,78LYN/GUY_1437,298.15,6.82, , ,, , , , , , , , , , fluorimetry and spectrophotometry, , , , , , , , , Tris (0.1 mol dm-3) + acetic acid, , , , , , , , ,0.00145, , , ," 6.2.1.4                                                    (ENZYME |                                                 KEGG)                                                ", ,1.7, , , , , , , , , ,0.25, , , , , , , 
1,2519, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,6.83, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00143, , , , , ,1.25, , , , , , , , , ,0.25, , , , , , , 
2,2520, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,6.85, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00144, , , , , ,1.54, , , , , , , , , ,0.25, , , , , , , 
3,2521, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,7.14, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00129, , , , , ,1.66, , , , , , , , , ,0.25, , , , , , , 
4,2522, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,7.15, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00124, , , , , ,1.68, , , , , , , , , ,0.25, , , , , , , 
5,2523, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,7.15, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00126, , , , , ,1.58, , , , , , , , , ,0.25, , , , , , , 
6,2524, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,7.15, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00127, , , , , ,1.82, , , , , , , , , ,0.25, , , , , , , 
7,2525, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,298.15,7.19, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00126, , , , , ,1.72, , , , , , , , , ,0.25, , , , , , , 
8,2526, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.75, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00133, , , , , ,1.03, , , , , , , , , ,0.25, , , , , , , 
9,2527, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.75, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00133, , , , , ,1.03, , , , , , , , , ,0.25, , , , , , , 
10,2528, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.75, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00133, , , , , ,1.04, , , , , , , , , ,0.25, , , , , , , 
11,2529, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.75, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0014, , , , , ,0.72, , , , , , , , , ,0.25, , , , , , , 
12,2530, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.8, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00145, , , , , ,0.79, , , , , , , , , ,0.25, , , , , , , 
13,2531, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.82, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00138, , , , , ,0.53, , , , , , , , , ,0.25, , , , , , , 
14,2532, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.83, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00142, , , , , ,0.87, , , , , , , , , ,0.25, , , , , , , 
15,2533, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.93, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00133, , , , , ,0.82, , , , , , , , , ,0.25, , , , , , , 
16,2534, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.94, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0189, , , , , ,0.6, , , , , , , , , ,0.25, , , , , , , 
17,2535, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,6.96, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0189, , , , , ,0.63, , , , , , , , , ,0.25, , , , , , , 
18,2536, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.01, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0139, , , , , ,0.73, , , , , , , , , ,0.25, , , , , , , 
19,2537, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.02, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0139, , , , , ,0.68, , , , , , , , , ,0.25, , , , , , , 
20,2538, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.03, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00131, , , , , ,0.82, , , , , , , , , ,0.25, , , , , , , 
21,2539, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.04, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00666, , , , , ,0.75, , , , , , , , , ,0.25, , , , , , , 
22,2540, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.05, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00666, , , , , ,0.79, , , , , , , , , ,0.25, , , , , , , 
23,2541, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.08, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0013, , , , , ,0.72, , , , , , , , , ,0.25, , , , , , , 
24,2542, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.08, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00134, , , , , ,0.72, , , , , , , , , ,0.25, , , , , , , 
25,2543, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.09, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00128, , , , , ,0.74, , , , , , , , , ,0.25, , , , , , , 
26,2544, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.1, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00132, , , , , ,0.61, , , , , , , , , ,0.25, , , , , , , 
27,2545, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.1, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00133, , , , , ,0.77, , , , , , , , , ,0.25, , , , , , , 
28,2546, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.11, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0013, , , , , ,0.53, , , , , , , , , ,0.25, , , , , , , 
29,2547, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.11, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0013, , , , , ,0.65, , , , , , , , , ,0.25, , , , , , , 
30,2548, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.12, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00011, , , , , ,1.0, , , , , , , , , ,0.25, , , , , , , 
31,2549, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.12, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00125, , , , , ,0.79, , , , , , , , , ,0.25, , , , , , , 
32,2550, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.12, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00131, , , , , ,0.54, , , , , , , , , ,0.25, , , , , , , 
33,2551, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.17, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00115, , , , , ,0.52, , , , , , , , , ,0.25, , , , , , , 
34,2552, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.17, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00116, , , , , ,0.63, , , , , , , , , ,0.25, , , , , , , 
35,2553, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.27, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00128, , , , , ,0.54, , , , , , , , , ,0.25, , , , , , , 
36,2554, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.27, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00128, , , , , ,0.56, , , , , , , , , ,0.25, , , , , , , 
37,2555, succinate-CoA ligase (GDP-forming), GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq), , ,311.15,7.3, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00127, , , , , ,0.5, , , , , , , , , ,0.25, , , , , , , 
0,2556, nucleoside-diphosphate kinase, ATP(aq) + GDP(aq) = ADP(aq) + GTP(aq),Lynn R.; Guynn R.W.; J. Biol. Chem.; 253 2546 (1978).,78LYN/GUY_666,311.15,7.0, , ,, , , , , , , , , , fluorimetry and spectrophotometry, , , , , , , , , potassium phosphate (0.025 mol dm-3), , , , , , , , , , , , ," 2.7.4.6                                                    (ENZYME |                                                 KEGG)                                                ", ,1.04, , , , , , , , , ,0.25, , , , , , , 
0,2557, cholesterol oxidase, cholesterol(aq) + O2(aq) = cholest-4-en-3-one(aq) + H2O2(aq),McGuinness E.T.; Brown H.D.; Chattopadhyay S.K.; Chen F.; Biochim. Biophys. Acta; 530 247 (1978).,78MCG/BRO_230,303.15,7.0, , ,, , , , , , , , , , calorimetry, , , , , , , , , phosphate (0.067 mol dm-3), , , , , , , , , , , , ," 1.1.3.6                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,-114, , , , 
0,2558, cholesterol oxidase and catalase, cholesterol(aq) + 1/2 O2(aq) = cholest-4-en-3-one(aq) + H2O(l),McGuinness E.T.; Brown H.D.; Chattopadhyay S.K.; Chen F.; Biochim. Biophys. Acta; 530 247 (1978).,78MCG/BRO_231,303.15,7.0, , ,, , , , , , , , , , calorimetry, , , , , , , , , phosphate (0.067 mol dm-3), , , , , , , , , , , , ," 1.1.3.6 & 1.11.1.6                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,-214, , , , 
0,2559, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),van der Meer R.; Akerboom T.P.M.; Groen A.K.; Tager J.M.; Eur. J. Biochem.; 84 421 (1978).,78MEE/AKE_258,310.15,7.0,586.0, ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate  (0.020 mol dm-3), , , , , , , , ,0.000148, , , ," 1.2.1.12 & 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,2560, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,670.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000166, , , , , , , , , , , , , , , , , , , , , , , 
2,2561, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,288.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.78e-05, , , , , , , , , , , , , , , , , , , , , , , 
3,2562, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,288.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2e-06, , , , , , , , , , , , , , , , , , , , , , , 
4,2563, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,622.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000209, , , , , , , , , , , , , , , , , , , , , , , 
5,2564, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,1540.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00219, , , , , , , , , , , , , , , , , , , , , , , 
6,2565, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,1930.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00234, , , , , , , , , , , , , , , , , , , , , , , 
7,2566, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,353.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.34e-05, , , , , , , , , , , , , , , , , , , , , , , 
8,2567, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,306.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.02e-06, , , , , , , , , , , , , , , , , , , , , , , 
9,2568, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,817.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000331, , , , , , , , , , , , , , , , , , , , , , , 
10,2569, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,975.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00038, , , , , , , , , , , , , , , , , , , , , , , 
11,2570, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,412.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.17e-05, , , , , , , , , , , , , , , , , , , , , , , 
12,2571, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,1130.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000741, , , , , , , , , , , , , , , , , , , , , , , 
13,2572, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,490.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.32e-05, , , , , , , , , , , , , , , , , , , , , , , 
14,2573, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,1310.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000891, , , , , , , , , , , , , , , , , , , , , , , 
0,2574, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),van der Meer R.; Akerboom T.P.M.; Groen A.K.; Tager J.M.; Eur. J. Biochem.; 84 421 (1978).,78MEE/AKE_585,310.15,7.0,586.0, ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate (0.020 mol dm-3), , , , , , , , ,0.000148, , , ," 1.2.1.12 & 2.7.2.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,2575, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,670.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000166, , , , , , , , , , , , , , , , , , , , , , , 
2,2576, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,288.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.78e-05, , , , , , , , , , , , , , , , , , , , , , , 
3,2577, glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase, D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq), , ,310.15,7.0,288.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2e-06, , , , , , , , , , , , , , , , , , , , , , , 
