,standard_id,Enzyme:,KEGG Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
2120,1230.0,isocitrate dehydrogenase (NADP+),kegg:C00311 + kegg:C00006 + kegg:C00001 = kegg:C00026 + kegg:C00005 + kegg:C00288,isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq),Shevchenko M.I.; Guly M.F.; Ukr. Biokhim. Zh.; 45 718 (1973).,73SHE/GUL_155,293.15,7.4,0.81,,spectrophotometry,carbonate + bicarbonate,,1.1.1.42,,0.0002 MnCl2,0.404,,
2121,1229.0,isocitrate dehydrogenase (NADP+),kegg:C00311 + kegg:C00006 + kegg:C00001 = kegg:C00026 + kegg:C00005 + kegg:C00288,isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq),Shevchenko M.I.; Guly M.F.; Ukr. Biokhim. Zh.; 45 718 (1973).,73SHE/GUL_155,293.15,7.4,0.076,,spectrophotometry,carbonate + bicarbonate,,1.1.1.42,,0.0033 MnCl2,0.404,,
2122,3565.0,"D-ornithine 4,5-aminomutase",kegg:C00515 = kegg:C03943,"D-ornithine(aq) = D-threo-2,4-diaminopentanoate(aq)",Somack R.; Costilow R.N.; Biochemistry; 12 2597 (1973).,73SOM/COS_1418,310.15,9.0,0.9,,chromatography and radioactivity,Tris (0.1 mol dm-3),,5.4.3.5,,,,,
2123,,phosphohydrolase (unclassified),,diethyl phosphate(aq) + H2O(l) = monoethyl phosphate(aq) + ethanol(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_841,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3),,3.1.4.-,,,,,-20.1
2124,,phosphohydrolase (unclassified),,ethylene phosphate(aq) + H2O(l) = 2-hydroxyethyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_843,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),,3.1.4.-,,,,,-39.5
2125,,phosphohydrolase (unclassified),,ethylene phosphate(aq) + H2O(l) = 2-hydroxyethyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_843,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),,3.1.4.-,,,,,-69.5
2126,,phosphohydrolase (unclassified),,tetramethylene phosphate(aq) + H2O(l) = 4-hydroxybutyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_847,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3),,3.1.4.-,,,,,-19.6
2127,,phosphohydrolase (unclassified),,trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_849,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),,3.1.4.-,,,,,-24.8
2128,,phosphohydrolase (unclassified),,trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_849,298.15,7.3,,,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),,3.1.4.-,,,,,-54.4
2129,161.0,"pyruvate,orthophosphate dikinase",kegg:C00002 + kegg:C00022 + kegg:C00009 = kegg:C00020 + kegg:C00074 + kegg:C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),Sugiyama T.; Biochemistry; 12 2862 (1973).,73SUG_714,298.15,7.24,0.0049,,enzymatic assay and spectrophotometry,,,2.7.9.1,,,,,
2130,3213.0,methenyltetrahydrofolate cyclohydrolase,kegg:C00445 + kegg:C00001 = kegg:C00234,"5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Suzuki N.; Iwai K.; Plant Cell Physiol.; 14 319 (1973).,73SUZ/IWA_1060,298.15,7.0,50,,spectrophotometry,potassium maleate,,3.5.4.9,,,,,
2131,2171.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,9.51,,enzymatic assay and fluorimetry,phosphate,,4.2.1.3,,0.0 MgCl2,,,
2132,2172.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,10.3,,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,,0.047 MgCl2,,,
2133,2178.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,15.8,,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,,0.7 MgCl2,,,
2134,2173.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,29.5,,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,,2.3 MgCl2,,,
2135,2174.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,46,,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,,6.9 MgCl2,,,
2136,2190.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.83,,enzymatic assay and fluorimetry,phosphate,,4.2.1.3,,0.0 MgCl2,,,
2137,2166.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.92,,enzymatic assay and fluorimetry,phosphate,5.05 = -log[Mg+2],4.2.1.3,,0.009 MgCl2,,,
2138,2185.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,10,,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,,0.047 MgCl2,,,
2139,2183.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,10.6,,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,,0.047 MgCl2,,,
2140,2167.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,11,,enzymatic assay and fluorimetry,phosphate,4.03 = -log[Mg+2],4.2.1.3,,0.094 MgCl2,,,
2141,2189.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,12.2,,enzymatic assay and fluorimetry,phosphate,3.64 = -log[Mg+2],4.2.1.3,,0.23 MgCl2,,,
2142,2175.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,13.9,,enzymatic assay and fluorimetry,phosphate,3.33 = -log[Mg+2],4.2.1.3,,0.47 MgCl2,,,
2143,2168.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,16.1,,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,,0.7 MgCl2,,,
2144,2182.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,17.1,,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,,0.7 MgCl2,,,
2145,2184.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,18,,enzymatic assay and fluorimetry,phosphate,3.03 = -log[Mg+2],4.2.1.3,,0.93 MgCl2,,,
2146,2165.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.89,,enzymatic assay and fluorimetry,phosphate,,4.2.1.3,,0.0 MgCl2,,,
2147,2176.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,52.3,,enzymatic assay and fluorimetry,phosphate,2.0 = -log[Mg+2],4.2.1.3,,10.0 MgCl2,,,
2148,2188.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,57.9,,enzymatic assay and fluorimetry,phosphate,1.91 = -log[Mg+2],4.2.1.3,,12.3 MgCl2,,,
2149,2169.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,28.8,,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,,2.3 MgCl2,,,
2150,,aconitate hydratase,,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,28.8,,enzymatic assay and fluorimetry,phosphate,,4.2.1.3,,2.3 MgCl2,,,
2151,2194.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,37.2,,enzymatic assay and fluorimetry,phosphate,2.44 = -log[Mg+2],4.2.1.3,,3.6 MgCl2,,,
2152,2193.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,43.6,,enzymatic assay and fluorimetry,phosphate,2.35 = -log[Mg+2],4.2.1.3,,4.5 MgCl2,,,
2153,2170.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,47,,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,,6.9 MgCl2,,,
2154,2187.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,47.5,,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,,6.9 MgCl2,,,
2155,2180.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,46,,enzymatic assay and fluorimetry,phosphate,2.07 = -log[Mg+2],4.2.1.3,,8.5 MgCl2,,,
2156,2181.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,9.48,,enzymatic assay and fluorimetry,phosphate,,4.2.1.3,,0.0 MgCl2,,,
2157,2191.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,9.95,,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,,0.047 MgCl2,,,
2158,2177.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,14.8,,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,,0.7 MgCl2,,,
2159,2179.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,27.6,,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,,2.3 MgCl2,,,
2160,2192.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,46.6,,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,,6.9 MgCl2,,,
2161,,myo-inositol 2-dehydrogenase,,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,8.3,0.0011,,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),,1.1.1.18,,,,,
2162,,myo-inositol 2-dehydrogenase,,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,8.5,0.0017,,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),,1.1.1.18,,,,,
2163,,myo-inositol 2-dehydrogenase,,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9.0,0.0053,,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),,1.1.1.18,,,,,
2164,,myo-inositol 2-dehydrogenase,,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9.5,0.017,,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),,1.1.1.18,,,,,
2165,,myo-inositol 2-dehydrogenase,,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9.8,0.033,,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),,1.1.1.18,,,,,
2166,713.0,glucose-6-phosphate dehydrogenase,kegg:C00092 + kegg:C00006 = kegg:C01236 + kegg:C00005,"D-glucose 6-phosphate(aq) + NADP(aq) = D-glucono-1,5-lactone 6-phosphate(aq) + NADPH(aq)",Wurster B.; Hess B.; Hoppe-Seyler's Z. Physiol. Chem.; 354 407 (1973).,73WUR/HES_164,298.15,7.6,20,,spectrophotometry,imidazole (0.050 mol dm-3) + HCl,,1.1.1.49,,,,,
2167,2455.0,_-phosphoglucomutase,kegg:C00103 = kegg:C00092,Î²-D-glucose 1-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Belocopitow E.; Marechal L.R.; Eur. J. Biochem.; 46 631 (1974).,74BEL/MAR_1409,310.15,7.0,28.6,,spectrophotometry,Hepes (0.050 mol dm-3),,5.4.2.6,,,,,
2168,833.0,uridine phosphorylase,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq),Bose R.; Yamada E.W.; Biochemistry; 13 2051 (1974).,74BOS/YAM_471,310.15,7.4,0.031,,spectrophotometry,Tris or glycylglycine,,2.4.2.3,,,,,
2169,832.0,uridine phosphorylase,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq),Bose R.; Yamada E.W.; Biochemistry; 13 2051 (1974).,74BOS/YAM_471,310.15,8.2,0.078,,spectrophotometry,Tris or glycylglycine,,2.4.2.3,,,,,
2170,1347.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.673,0.000119,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2171,1346.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.68,0.000128,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2172,1354.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.691,0.000144,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2173,1349.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,290.5,7.646,0.000174,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2174,1348.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,290.5,7.658,0.000187,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2175,1350.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,293.4,7.635,0.000213,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2176,1355.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,307.75,7.571,0.000438,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2177,1356.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,307.75,7.584,0.000487,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2178,1351.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,307.75,7.605,0.000542,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2179,1357.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,315.95,7.528,0.000663,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2180,1353.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,315.95,7.545,0.00068,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2181,1352.0,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,315.95,7.568,0.000734,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2182,4295.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,282.45,7.65,0.131,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2183,4296.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,282.55,7.621,0.128,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2184,4297.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,282.65,7.621,0.131,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2185,4298.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,285.55,7.653,0.157,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2186,4299.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,285.65,7.653,0.162,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2187,4308.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,285.85,7.653,0.158,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2188,4300.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,286.1,7.663,0.171,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2189,4305.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,298.75,7.581,0.318,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2190,4301.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,309.95,7.548,0.498,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2191,4307.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,310.15,7.552,0.549,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2192,4302.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,310.35,7.547,0.516,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2193,4306.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,311.35,7.546,0.556,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
2194,4303.0,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,313.75,7.516,0.591,,spectrophotometry,phosphate (0.005 mol dm-3),,1.1.1.1,,,,,
