,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
2422,2422,,2989,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.89,39.9,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2423,2423,,2978,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,46.9,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2424,2424,,2956,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,49,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2425,2425,,2955,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,49.6,,spectrophotometry,Tris + HCl,2.85 = -log[Mg+2],3.1.3.1,,0.0014 MgCl2,0.25,,
2426,2426,,2947,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,44.6,,spectrophotometry,Tris + HCl,2.77 = -log[Mg+2],3.1.3.1,,0.0017 MgCl2,0.25,,
2427,2427,,2951,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,45,,spectrophotometry,Tris + HCl,2.59 = -log[Mg+2],3.1.3.1,,0.0026 MgCl2,0.25,,
2428,2428,,2962,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,49.9,,spectrophotometry,Tris + HCl,2.54 = -log[Mg+2],3.1.3.1,,0.0029 MgCl2,0.25,,
2429,2429,,2957,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,34.4,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2430,2430,,,alkaline phosphatase,,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,34.4,,spectrophotometry,Tris + HCl,,3.1.3.1,,0.005 MgCl2,0.25,,
2431,2431,,2950,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,43.3,,spectrophotometry,Tris + HCl,2.25 = -log[Mg+2],3.1.3.1,,0.0056 MgCl2,0.25,,
2432,2432,,2980,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,51.4,,spectrophotometry,Tris + HCl,2.19 = -log[Mg+2],3.1.3.1,,0.0065 MgCl2,0.25,,
2433,2433,,2970,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,37.3,,spectrophotometry,Tris + HCl,2.09 = -log[Mg+2],3.1.3.1,,0.0082 MgCl2,0.25,,
2434,2434,,2972,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.9,38.3,,spectrophotometry,Tris + HCl,1.92 = -log[Mg+2],3.1.3.1,,0.012 MgCl2,0.25,,
2435,2435,,2968,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.91,29.9,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2436,2436,,2960,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.92,36.8,,spectrophotometry,Tris + HCl,2.33 = -log[Mg+2],3.1.3.1,,0.0047 MgCl2,0.25,,
2437,2437,,2983,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.94,36.1,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2438,2438,,2954,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.94,36.5,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2439,2439,,2975,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.94,37.6,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2440,2440,,2959,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.94,39,,spectrophotometry,Tris + HCl,2.72 = -log[Mg+2],3.1.3.1,,0.0019 MgCl2,0.25,,
2441,2441,,2958,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.95,34.6,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2442,2442,,2971,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.95,39.4,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2443,2443,,2967,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.95,39.9,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2444,2444,,2940,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.95,40.1,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2445,2445,,2948,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,6.95,37.4,,spectrophotometry,Tris + HCl,1.92 = -log[Mg+2],3.1.3.1,,0.0121 MgCl2,0.25,,
2446,2446,,2943,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.08,31.6,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2447,2447,,2942,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.08,32.4,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2448,2448,,2969,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.09,28.2,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2449,2449,,2977,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.09,30.4,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2450,2450,,2987,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.15,35.9,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2451,2451,,2964,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.15,36.9,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2452,2452,,2984,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.16,34,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2453,2453,,2944,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.22,26.7,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2454,2454,,2981,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.23,31.3,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2455,2455,,2941,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.23,34.1,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2456,2456,,2965,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.32,33.5,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2457,2457,,2966,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.32,34.4,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2458,2458,,2953,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.35,33.6,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2459,2459,,2990,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.35,36.8,,spectrophotometry,Tris + HCl,2.3 = -log[Mg+2],3.1.3.1,,0.005 MgCl2,0.25,,
2460,2460,,2945,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.92,24.1,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2461,2461,,2946,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.92,25.5,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2462,2462,,2985,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.99,21.6,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2463,2463,,2988,alkaline phosphatase,kegg:C00588 + kegg:C00001 = kegg:C00114 + kegg:C00009,,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807,311.15,7.99,28.9,,spectrophotometry,Tris + HCl,3.3 = -log[Mg+2],3.1.3.1,,0.0005 MgCl2,0.25,,
2464,2464,,3251,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Hill B.; Attwood M.M.; J. Gen. Microbiol.; 96 185 (1976).,76HIL/ATT_1397,303.15,7.3,11.3,,enzymatic assay and spectrophotometry,imidazole (0.05 mol dm-3) + HCl,,5.4.2.1,,, ,,
2465,2465,,4088,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Jespersen N.; Thermochim. Acta; 17 23 (1976).,76JES_139,298.15,7.4,,,calorimetry,phosphate (0.5 mol dm-3),,1.1.1.37,,, ,,89.5
2466,2466,,4225,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.89,0.964,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.96 = -log[Mg+2],2.7.4.3,,0.0011 Mg2+,0.25,,
2467,2467,,4233,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.9,0.982,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.97 = -log[Mg+2],2.7.4.3,,0.00108 Mg2+,0.25,,
2468,2468,,4223,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.91,0.98,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.97 = -log[Mg+2],2.7.4.3,,0.00108 Mg2+,0.25,,
2469,2469,,4227,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.91,0.983,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.97 = -log[Mg+2],2.7.4.3,,0.00108 Mg2+,0.25,,
2470,2470,,4228,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.97,0.929,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.42 = -log[Mg+2],2.7.4.3,,0.00038 Mg2+,0.25,,
2471,2471,,4229,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.97,0.981,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.42 = -log[Mg+2],2.7.4.3,,0.00038 Mg2+,0.25,,
2472,2472,,4218,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.98,0.871,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.44 = -log[Mg+2],2.7.4.3,,0.00036 Mg2+,0.25,,
2473,2473,,4231,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.98,0.946,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.43 = -log[Mg+2],2.7.4.3,,0.00037 Mg2+,0.25,,
2474,2474,,4226,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,0.708,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),4.0 = -log[Mg+2],2.7.4.3,,0.0001 Mg2+,0.25,,
2475,2475,,4219,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,0.899,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.6 = -log[Mg+2],2.7.4.3,,0.00025 Mg2+,0.25,,
2476,2476,,4224,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,1.014,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.36 = -log[Mg+2],2.7.4.3,,0.00044 Mg2+,0.25,,
2477,2477,,4222,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,1.044,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.18 = -log[Mg+2],2.7.4.3,,0.00066 Mg2+,0.25,,
2478,2478,,4220,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,1.06,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),3.08 = -log[Mg+2],2.7.4.3,,0.00083 Mg2+,0.25,,
2479,2479,,4221,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,0.842,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.71 = -log[Mg+2],2.7.4.3,,0.00195 Mg2+,0.25,,
2480,2480,,4232,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,0.572,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.35 = -log[Mg+2],2.7.4.3,,0.00445 Mg2+,0.25,,
2481,2481,,4230,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649,310.15,6.99,0.38,,enzymatic assay; spectrophotometry,phosphate (0.0095 M - 0.0097 mol dm-3),2.0 = -log[Mg+2],2.7.4.3,,0.00998 Mg2+,0.25,,
2482,2482,,934,alkaline phosphatase,kegg:C00092 + kegg:C00001 = kegg:C00031 + kegg:C00009,,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_773,310.15,6.99,110,,enzymatic assay; spectrophotometry,phosphate (0.098 mol dm-3),3.0 = -log[Mg+2],3.1.3.1,,,0.25,,
