,Unnamed: 0,index,Enzyme:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km',Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
111,0,111, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,277.15, ,7.08,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
112,1,112, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq), , ,303.15, ,7.88,nan, , , , , , , , , , 
113,0,113, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,277.15, ,4.5,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
114,1,114, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq), , ,303.15, ,4.73,nan, , , , , , , , , , 
115,0,115, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,277.15, ,11.2,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
116,1,116, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq), , ,303.15, ,11.9,nan, , , , , , , , , , 
117,0,117, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,277.15, ,45.0,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
118,1,118, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq), , ,303.15, ,57.0,nan, , , , , , , , , , 
119,0,119, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,277.15, ,8.92,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
120,1,120, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq), , ,303.15, ,9.98,nan, , , , , , , , , , 
121,0,121, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,277.15, ,19.0,nan, , polarimetry, , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
122,1,122, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq), , ,303.15, ,22.7,nan, , , , , , , , , , 
123,0,123, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,6.05,6e-06,nan, , spectrophotometry, , ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
124,1,124, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.25,7.7e-05,nan, , , , , , , , , , 
125,2,125, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,8.0,1.2e-05,nan, , , , , , , , , , 
126,0,139, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,6.9,1.6e-05,nan, , spectrophotometry, phosphate, ," 1.1.1.8                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
127,1,140, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq), , ,298.15,7.6,0.0003,nan, , , , , , , , , , 
128,2,141, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq), , ,298.15,8.1,0.00059,nan, , , , , , , , , , 
129,0,142, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4,7.1e-06,nan, , spectrophotometry, phosphate, ," 1.1.1.27                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
130,1,143, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,7.4,9.6e-06,nan, , , , , , , , , , 
131,2,144, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,7.9,3.1e-05,nan, , , , , , , , , , 
132,3,145, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.1,5e-05,nan, , , , , , , , , , 
133,4,146, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.2,0.0002,nan, , , , , , , , , , 
134,5,147, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.3,0.00029,nan, , , , , , , , , , 
135,6,148, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.35,0.00029,nan, , , , , , , , , , 
136,7,149, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.7,0.00015,nan, , , , , , , , , , 
137,8,150, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.9,0.00033,nan, , , , , , , , , , 
138,0,126, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.46,2.3e-05,nan, , spectrophotometry, phosphate, ," 1.1.1.37                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
139,1,127, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.54,3.5e-05,nan, , , , , , , , , , 
140,2,128, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.71,5e-05,nan, , , , , , , , , , 
141,3,129, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.85,0.00011,nan, , , , , , , , , , 
142,4,130, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,8.33,0.0002,nan, , , , , , , , , , 
143,5,131, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,8.44,0.0005,nan, , , , , , , , , , 
144,6,132, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,8.49,0.00063,nan, , , , , , , , , , 
145,0,133, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.58,7.7e-05,nan, , spectrophotometry, phosphate, ," 1.1.1.27                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
146,1,134, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,7.61,8.3e-05,nan, , , , , , , , , , 
147,2,135, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.38,0.0011,nan, , , , , , , , , , 
148,3,136, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.51,0.0014,nan, , , , , , , , , , 
149,4,137, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.82,0.002,nan, , , , , , , , , , 
150,5,138, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.83,0.0025,nan, , , , , , , , , , 
151,0,151, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Negelein E.; Wulff H.-J.; Biochem. Z.; 293 351 (1937).,37NEG/WUL_9,293.15,7.9,0.000741,nan, , spectrophotometry, phosphate, ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
152,0,152, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,6.05,3.9e-11,nan, , spectrophotometry, phosphate, ," 1.4.1.2                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
153,1,153, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,6.63,1.3e-09,nan, , , , , , , , , , 
154,2,154, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.01,1.3e-09,nan, , , , , , , , , , 
155,3,155, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.26,7.6e-09,nan, , , , , , , , , , 
156,4,156, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.36,6.5e-09,nan, , , , , , , , , , 
157,5,157, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.39,9.4e-09,nan, , , , , , , , , , 
158,6,158, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.4,7.9e-09,nan, , , , , , , , , , 
159,7,159, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.43,1.5e-08,nan, , , , , , , , , , 
160,8,160, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.45,1.7e-08,nan, , , , , , , , , , 
161,9,161, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.57,7.7e-09,nan, , , , , , , , , , 
162,10,162, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.6,2e-08,nan, , , , , , , , , , 
163,11,163, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.66,1.1e-08,nan, , , , , , , , , , 
164,12,164, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,7.82,2.4e-08,nan, , , , , , , , , , 
165,13,165, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,8.01,3.6e-08,nan, , , , , , , , , , 
166,14,166, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq), , ,298.15,8.05,7e-08,nan, , , , , , , , , , 
167,0,167, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387,273.15, ,10.8,nan, , polarimetry, , ," 5.4.2.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
168,1,168, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq), , ,293.15, ,9.5,nan, , , , , , , , , , 
169,2,169, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq), , ,310.15, ,7.9,nan, , , , , , , , , , 
170,3,170, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq), , ,333.15, ,7.6,nan, , , , , , , , , , 
171,0,171, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10,298.15,6.3,2.6e-05,nan, , spectrophotometry, , ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
172,1,172, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,6.85,8.8e-05,nan, , , , , , , , , , 
173,2,173, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.15,0.00019,nan, , , , , , , , , , 
174,3,174, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.34,0.0003,nan, , , , , , , , , , 
175,4,175, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.61,0.00051,nan, , , , , , , , , , 
176,5,176, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.77,0.0008,nan, , , , , , , , , , 
177,6,177, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,8.17,0.0022,nan, , , , , , , , , , 
178,0,178, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_23,298.15,6.39,9.1e-06,nan, , spectrophotometry, , ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
179,1,179, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,6.6,3e-05,nan, , , , , , , , , , 
180,2,180, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,6.85,5.1e-05,nan, , , , , , , , , , 
181,3,181, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,7.18,0.00015,nan, , , , , , , , , , 
182,4,182, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,7.31,0.00023,nan, , , , , , , , , , 
183,5,183, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,7.69,0.00056,nan, , , , , , , , , , 
184,6,184, alcohol dehydrogenase, ethanol(aq) + desamino NAD(aq) = acetaldehyde(aq) + desamino NADH(aq), , ,298.15,8.06,0.0011,nan, , , , , , , , , , 
185,0,185, alanine transaminase, L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),Cohen P.P.; Biochem. J.; 33 1478 (1939).,39COH_504,313.15,7.4,1,nan, , , phosphate (0.1 mol dm-3), ," 2.6.1.2                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
186,0,186, aspartate transaminase, L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),Cohen P.P.; J. Biol. Chem.; 136 585 (1940).,40COH_495,311.15,7.4,0.25,nan, , , phosphate, ," 2.6.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
187,0,187, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",Herbert D.; Gordon H.; Subrahmanyan V.; Green D.E.; Biochem. J.; 34 1108 (1940).,40HER/GOR_1090,301.15,7.2,6e-05,nan, , , borate (0.8 mol dm-3), ," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
188,1,188, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)", , ,311.15,7.2,0.000119,nan, , , , , , , , , , 
189,2,189, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)", , ,311.15,7.33,0.000122,nan, , , , , , , , , , 
190,3,190, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)", , ,321.15,7.2,0.000234,nan, , , , , , , , , , 
191,0,191, fumarate hydratase, fumarate(aq) + H2O(l) = (S)-malate(aq),Krebs H.A.; Smyth D.H.; Evans E.A. Jr.; Biochem. J.; 34 1041 (1940).,40KRE/SMY_1143,293.15,7.4,4.57,nan, , manometry, phosphate (0.1 mol dm-3), ," 4.2.1.2                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
192,1,192, fumarate hydratase, fumarate(aq) + H2O(l) = (S)-malate(aq), , ,303.15,7.4,3.54,nan, , , , , , , , , , 
193,2,193, fumarate hydratase, fumarate(aq) + H2O(l) = (S)-malate(aq), , ,313.15,7.4,3.17,nan, , , , , , , , , , 
194,3,194, fumarate hydratase, fumarate(aq) + H2O(l) = (S)-malate(aq), , ,323.15,7.4,2.65,nan, , , , , , , , , , 
195,0,195, fructose-biphosphate aldolase and triose-phosphate isomerase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Utter M.F.; Werkman C.H.; J. Bacteriol.; 42 665 (1941).,41UTT/WER_1103,278.15,9.0,0.000435,nan, , chemical analysis, glycine + NaOH, ," 4.1.2.13 & 5.3.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
196,1,196, fructose-biphosphate aldolase and triose-phosphate isomerase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,298.15,9.0,0.00182,nan, , , , , , , , , , 
197,2,197, fructose-biphosphate aldolase and triose-phosphate isomerase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,9.0,0.00637,nan, , , , , , , , , , 
