,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
1638,1638,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,8.67,
1639,1639,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,8.54,
1640,1640,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,8.41,
1641,1641,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,9.01,
1642,1642,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,301.66,,8.63,
1643,1643,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,8.71,
1644,1644,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=75GOL_546,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.19,,6.69,
1645,1645,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.126,278.15,0.25,7.82,
1646,1646,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.162,298.15,0.25,7.49,
1647,1647,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0353,298.15,0.25,6.75,
1648,1648,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.026,298.15,0.25,6.67,
1649,1649,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00344,298.15,0.25,5.71,
1650,1650,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0656,288.15,0.25,7.31,
1651,1651,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00673,278.15,0.25,6.43,
1652,1652,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0646,313.15,0.25,6.69,
1653,1653,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00925,298.15,0.25,6.19,
1654,1654,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.328,313.15,0.25,7.4,
1655,1655,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.155,278.15,0.25,7.87,
1656,1656,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00239,288.15,0.25,5.79,
1657,1657,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.393,308.15,0.25,7.62,
1658,1658,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.292,298.15,0.25,7.72,
1659,1659,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0558,308.15,0.25,6.7,
1660,1660,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00145,308.15,0.25,6.13,
1661,1661,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00533,313.15,0.25,5.63,
1662,1662,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.357,278.15,0.25,8.19,
1663,1663,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0132,298.15,0.25,6.3,
1664,1664,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0701,298.15,0.25,7.11,
1665,1665,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0701,298.15,0.25,7.11,
1666,1666,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.191,313.15,0.25,7.18,
1667,1667,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0169,288.15,0.25,6.73,
1668,1668,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.104,288.15,0.25,7.55,
1669,1669,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.113,308.15,0.25,7.06,
1670,1670,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.435,313.15,0.25,7.59,
1671,1671,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0967,298.15,0.25,7.25,
1672,1672,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.551,298.15,0.25,8.02,
1673,1673,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00938,308.15,0.25,5.87,
1674,1674,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00145,313.15,0.25,6.1,
1675,1675,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.579,313.15,0.25,7.65,
1676,1676,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0277,278.15,0.25,7.25,
1677,1677,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.381,288.15,0.25,8.11,
1678,1678,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.477,308.15,0.25,7.66,
1679,1679,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.251,308.15,0.25,7.43,
1680,1680,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0519,313.15,0.25,6.58,
1681,1681,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0706,278.15,0.25,7.62,
1682,1682,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.882,308.15,0.25,7.96,
1683,1683,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0459,278.15,0.25,7.38,
1684,1684,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.144,308.15,0.25,7.19,
1685,1685,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00973,288.15,0.25,6.37,
1686,1686,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00973,288.15,0.25,6.37,
1687,1687,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00449,288.15,0.25,5.99,
1688,1688,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0233,313.15,0.25,6.23,
1689,1689,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.236,298.15,0.25,7.68,
1690,1690,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.188,288.15,0.25,7.8,
1691,1691,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00531,308.15,0.25,5.67,
1692,1692,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0103,313.15,0.25,5.85,
1693,1693,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.131,313.15,0.25,7.03,
1694,1694,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00413,278.15,0.25,6.06,
1695,1695,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,1.08,313.15,0.25,7.93,
1696,1696,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0183,278.15,0.25,6.88,
1697,1697,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0236,288.15,0.25,6.82,
1698,1698,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0208,308.15,0.25,6.25,
1699,1699,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00145,278.15,0.25,5.88,
1700,1700,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0111,278.15,0.25,6.8,
1701,1701,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0037,278.15,0.25,6.32,
1702,1702,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00636,298.15,0.25,5.92,
1703,1703,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.00651,288.15,0.25,6.25,
1704,1704,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.15,288.15,0.25,7.74,
1705,1705,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0425,308.15,0.25,6.61,
1706,1706,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0428,288.15,0.25,7.18,
1707,1707,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=03KIN_1573,03KIN,spectrophotometry coupled with enzymatic assay,A,1.1.1.2,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),,0.0428,288.15,0.25,7.18,
1708,1708,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=95LIA/WAN2_1048,95LIA/WAN2,calorimetry,B,3.5.3.1,arginase,kegg:C00062 + kegg:C00001 = kegg:C00077 + kegg:C00086,L-arginine(aq) + H2O(l) = L-ornithine(aq) + urea(aq),,,298.15,,9.4,
