,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
2127,2127,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,phosphohydrolase (unclassified),nan,nan,trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_849,298.15,7.3,nan,nan,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),nan,3.1.4.-,nan,nan,nan,nan,-24.8
2128,2128,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,phosphohydrolase (unclassified),nan,nan,trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_849,298.15,7.3,nan,nan,calorimetry,Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3),nan,3.1.4.-,nan,nan,nan,nan,-54.4
2129,2129,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2212,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry161,"pyruvate,orthophosphate dikinase",kegg:C00002 + kegg:C00022 + kegg:C00009 = kegg:C00020 + kegg:C00074 + kegg:C00013,nan,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),Sugiyama T.; Biochemistry; 12 2862 (1973).,73SUG_714,298.15,7.24,0.0049,nan,enzymatic assay and spectrophotometry,nan,nan,2.7.9.1,nan,nan,nan,nan,nan
2130,2130,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2213,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry3213,methenyltetrahydrofolate cyclohydrolase,kegg:C00445 + kegg:C00001 = kegg:C00234,nan,"5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Suzuki N.; Iwai K.; Plant Cell Physiol.; 14 319 (1973).,73SUZ/IWA_1060,298.15,7,50,nan,spectrophotometry,potassium maleate,nan,3.5.4.9,nan,nan,nan,nan,nan
2131,2131,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2240,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2171,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,9.51,nan,enzymatic assay and fluorimetry,phosphate,nan,4.2.1.3,nan,0.0 MgCl2,nan,nan,nan
2132,2132,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2236,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2172,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,10.3,nan,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,nan,0.047 MgCl2,nan,nan,nan
2133,2133,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2228,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2178,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,15.8,nan,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,nan,0.7 MgCl2,nan,nan,nan
2134,2134,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2225,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2173,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,29.5,nan,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,nan,2.3 MgCl2,nan,nan,nan
2135,2135,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2217,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2174,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,46,nan,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,nan,6.9 MgCl2,nan,nan,nan
2136,2136,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2241,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2190,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.83,nan,enzymatic assay and fluorimetry,phosphate,nan,4.2.1.3,nan,0.0 MgCl2,nan,nan,nan
2137,2137,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2238,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2166,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.92,nan,enzymatic assay and fluorimetry,phosphate,5.05 = -log[Mg+2],4.2.1.3,nan,0.009 MgCl2,nan,nan,nan
2138,2138,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2235,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2185,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,10,nan,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,nan,0.047 MgCl2,nan,nan,nan
2139,2139,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2233,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2183,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,10.6,nan,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,nan,0.047 MgCl2,nan,nan,nan
2140,2140,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2237,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2167,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,11,nan,enzymatic assay and fluorimetry,phosphate,4.03 = -log[Mg+2],4.2.1.3,nan,0.094 MgCl2,nan,nan,nan
2141,2141,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2232,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2189,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,12.2,nan,enzymatic assay and fluorimetry,phosphate,3.64 = -log[Mg+2],4.2.1.3,nan,0.23 MgCl2,nan,nan,nan
2142,2142,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2231,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2175,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,13.9,nan,enzymatic assay and fluorimetry,phosphate,3.33 = -log[Mg+2],4.2.1.3,nan,0.47 MgCl2,nan,nan,nan
2143,2143,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2229,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2168,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,16.1,nan,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,nan,0.7 MgCl2,nan,nan,nan
2144,2144,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2230,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2182,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,17.1,nan,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,nan,0.7 MgCl2,nan,nan,nan
2145,2145,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2226,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2184,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,18,nan,enzymatic assay and fluorimetry,phosphate,3.03 = -log[Mg+2],4.2.1.3,nan,0.93 MgCl2,nan,nan,nan
2146,2146,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2242,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2165,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,9.89,nan,enzymatic assay and fluorimetry,phosphate,nan,4.2.1.3,nan,0.0 MgCl2,nan,nan,nan
2147,2147,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2215,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2176,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,52.3,nan,enzymatic assay and fluorimetry,phosphate,2.0 = -log[Mg+2],4.2.1.3,nan,10.0 MgCl2,nan,nan,nan
2148,2148,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2214,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2188,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,57.9,nan,enzymatic assay and fluorimetry,phosphate,1.91 = -log[Mg+2],4.2.1.3,nan,12.3 MgCl2,nan,nan,nan
2149,2149,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2224,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2169,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,28.8,nan,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,nan,2.3 MgCl2,nan,nan,nan
2150,2150,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,aconitate hydratase,nan,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,28.8,nan,enzymatic assay and fluorimetry,phosphate,nan,4.2.1.3,nan,2.3 MgCl2,nan,nan,nan
2151,2151,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2222,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2194,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,37.2,nan,enzymatic assay and fluorimetry,phosphate,2.44 = -log[Mg+2],4.2.1.3,nan,3.6 MgCl2,nan,nan,nan
2152,2152,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2221,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2193,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,43.6,nan,enzymatic assay and fluorimetry,phosphate,2.35 = -log[Mg+2],4.2.1.3,nan,4.5 MgCl2,nan,nan,nan
2153,2153,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2219,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2170,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,47,nan,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,nan,6.9 MgCl2,nan,nan,nan
2154,2154,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2220,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2187,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,47.5,nan,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,nan,6.9 MgCl2,nan,nan,nan
2155,2155,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2216,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2180,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.07,46,nan,enzymatic assay and fluorimetry,phosphate,2.07 = -log[Mg+2],4.2.1.3,nan,8.5 MgCl2,nan,nan,nan
2156,2156,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2239,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2181,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,9.48,nan,enzymatic assay and fluorimetry,phosphate,nan,4.2.1.3,nan,0.0 MgCl2,nan,nan,nan
2157,2157,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2234,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2191,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,9.95,nan,enzymatic assay and fluorimetry,phosphate,4.33 = -log[Mg+2],4.2.1.3,nan,0.047 MgCl2,nan,nan,nan
2158,2158,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2227,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2177,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,14.8,nan,enzymatic assay and fluorimetry,phosphate,3.15 = -log[Mg+2],4.2.1.3,nan,0.7 MgCl2,nan,nan,nan
2159,2159,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2223,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2179,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,27.6,nan,enzymatic assay and fluorimetry,phosphate,2.64 = -log[Mg+2],4.2.1.3,nan,2.3 MgCl2,nan,nan,nan
2160,2160,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2218,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2192,aconitate hydratase,kegg:C00311 = kegg:C00158,nan,isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,7.45,46.6,nan,enzymatic assay and fluorimetry,phosphate,2.16 = -log[Mg+2],4.2.1.3,nan,6.9 MgCl2,nan,nan,nan
2161,2161,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2243,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,myo-inositol 2-dehydrogenase,nan,nan,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,8.3,0.0011,nan,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),nan,1.1.1.18,nan,nan,nan,nan,nan
2162,2162,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2244,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,myo-inositol 2-dehydrogenase,nan,nan,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,8.5,0.0017,nan,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),nan,1.1.1.18,nan,nan,nan,nan,nan
2163,2163,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2245,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,myo-inositol 2-dehydrogenase,nan,nan,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9,0.0053,nan,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),nan,1.1.1.18,nan,nan,nan,nan,nan
2164,2164,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2246,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,myo-inositol 2-dehydrogenase,nan,nan,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9.5,0.017,nan,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),nan,1.1.1.18,nan,nan,nan,nan,nan
2165,2165,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2247,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,myo-inositol 2-dehydrogenase,nan,nan,myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,9.8,0.033,nan,spectrophotometry,tetrapotassium tetraphosphate (0.0167 mol dm-3),nan,1.1.1.18,nan,nan,nan,nan,nan
2166,2166,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry713,glucose-6-phosphate dehydrogenase,kegg:C00092 + kegg:C00006 = kegg:C01236 + kegg:C00005,nan,"D-glucose 6-phosphate(aq) + NADP(aq) = D-glucono-1,5-lactone 6-phosphate(aq) + NADPH(aq)",Wurster B.; Hess B.; Hoppe-Seyler's Z. Physiol. Chem.; 354 407 (1973).,73WUR/HES_164,298.15,7.6,20,nan,spectrophotometry,imidazole (0.050 mol dm-3) + HCl,nan,1.1.1.49,nan,nan, ,nan,nan
2167,2167,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2249,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry2455,_-phosphoglucomutase,kegg:C00103 = kegg:C00092,nan,Î²-D-glucose 1-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Belocopitow E.; Marechal L.R.; Eur. J. Biochem.; 46 631 (1974).,74BEL/MAR_1409,310.15,7,28.6,nan,spectrophotometry,Hepes (0.050 mol dm-3),nan,5.4.2.6,nan,nan,nan,nan,nan
2168,2168,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2250,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry833,uridine phosphorylase,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,nan,uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq),Bose R.; Yamada E.W.; Biochemistry; 13 2051 (1974).,74BOS/YAM_471,310.15,7.4,0.031,nan,spectrophotometry,Tris or glycylglycine,nan,2.4.2.3,nan,nan,nan,nan,nan
2169,2169,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2251,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry832,uridine phosphorylase,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,nan,uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq),Bose R.; Yamada E.W.; Biochemistry; 13 2051 (1974).,74BOS/YAM_471,310.15,8.2,0.078,nan,spectrophotometry,Tris or glycylglycine,nan,2.4.2.3,nan,nan,nan,nan,nan
2170,2170,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2268,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1347,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,nan,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.673,0.000119,nan,spectrophotometry,phosphate (0.005 mol dm-3),nan,1.1.1.1,nan,nan,0.013,nan,nan
2171,2171,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2267,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1346,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,nan,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.68,0.000128,nan,spectrophotometry,phosphate (0.005 mol dm-3),nan,1.1.1.1,nan,nan,0.013,nan,nan
2172,2172,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_2266,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1354,alcohol dehydrogenase,kegg:C00469 + kegg:C00003 = kegg:C00084 + kegg:C00004,nan,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.691,0.000144,nan,spectrophotometry,phosphate (0.005 mol dm-3),nan,1.1.1.1,nan,nan,0.013,nan,nan
