,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
3200,3200,3401,4167,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.05,0.116,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),2.0 = -log[Mg+2],1.8.1.4,,0.01 MgCl2,0.25,,
3201,3201,3428,4179,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.05,0.271,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3202,3202,3423,4168,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.06,0.266,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3203,3203,3400,4194,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.07,0.105,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),2.0 = -log[Mg+2],1.8.1.4,,0.01 MgCl2,0.25,,
3204,3204,3437,4169,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.07,0.34,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3205,3205,3433,4201,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.09,0.328,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3206,3206,3402,4171,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.16,0.257,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),2.0 = -log[Mg+2],1.8.1.4,,0.01 MgCl2,0.25,,
3207,3207,3425,4172,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.17,0.268,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3208,3208,3440,4200,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.23,0.351,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3209,3209,3432,4180,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.24,0.321,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3210,3210,3431,4173,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.25,0.309,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3211,3211,3442,4174,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.3,0.385,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3212,3212,3444,4175,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.35,0.498,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3213,3213,3447,4176,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.58,0.634,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3214,3214,3446,4202,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,7.6,0.62,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3215,3215,3449,4181,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.09,2.37,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3216,3216,3448,4183,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.12,2.04,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3217,3217,3451,4177,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.27,3.55,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3218,3218,3450,4195,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.29,2.75,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3219,3219,3452,4178,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.39,3.55,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3220,3220,3254,4187,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.49,3.86,,HPLC and spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4 & 1.5.1.3,,0.0 MgCl2,0.25,,
3221,3221,,4149,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),"Liegel J.; ""The Equilibrium Constant for the Glycine Synthase Reaction""; Thesis The University of Texas (1985).",85LIE_325,311.15,8.49,6.55,,spectrophotometry,potassium phosphate (0.050 mol dm-3) or sodium pyrophosphate (0.030 mol dm-3),,1.8.1.4,,0.0 MgCl2,0.25,,
3222,3222,3470,4517,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.11,,HPLC,,,5.3.1.5,,0.278 total,,,
3223,3223,3471,4522,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.109,,HPLC,,,5.3.1.5,,0.555 total,,,
3224,3224,3472,4518,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.107,,HPLC,,,5.3.1.5,,0.617 total,,,
3225,3225,3473,4519,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.114,,HPLC,,,5.3.1.5,,0.833 total,,,
3226,3226,3474,4520,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.104,,HPLC,,,5.3.1.5,,1.111 total,,,
3227,3227,3475,4523,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.104,,HPLC,,,5.3.1.5,,1.667 total,,,
3228,3228,3476,4521,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Makkee M.; Kieboom A.P.G.; van Bekkum H.; Starch/Stdrke; 37 232 (1985).,85MAK/KIE_1316,343.35,7.1,1.105,,HPLC,,,5.3.1.5,,2.222 total,,,
3229,3229,,1245,asparaginase,kegg:C00152 + kegg:C00001 = kegg:C00049 + kegg:C00014,,L-asparagine(aq) + H2O(l) = L-aspartate(aq) + ammonia(aq),Rekharsky M.V.; Slozhenikina Yu.B.; Skuya A.Zh.; Egorov A.M.; Gal'chenko G.L.; Thermochim. Acta; 91 79 (1985).,85REK/SLO_987,298.15,6.86,,,calorimetry,phosphate (0.05 mol dm-3),,3.5.1.1,,, ,,-24.56
3230,3230,3480,,pyrroline-2-carboxylate reductase,,,(S)-proline(aq) + NADP(aq) = Î”1-pyrroline-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Fisher H.F.; Biochemistry; 24 618 (1985).,85SRI/FIS_293,298.15,7.9,0.0036,,spectrophotometry,phosphate (0.01 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.1,,,,,
3231,3231,3479,,pyrroline-2-carboxylate reductase,,,(S)-proline(aq) + NADP(aq) = Î”1-pyrroline-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Fisher H.F.; Biochemistry; 24 618 (1985).,85SRI/FIS_293,298.15,8.5,0.0036,,spectrophotometry,phosphate (0.01 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.1,,,,,
3232,3232,3477,,pyrroline-2-carboxylate reductase,,,(S)-proline(aq) + NADP(aq) = Î”1-pyrroline-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Fisher H.F.; Biochemistry; 24 618 (1985).,85SRI/FIS_293,298.15,9,0.0036,,spectrophotometry,phosphate (0.01 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.1,,,,,
3233,3233,3478,,pyrroline-2-carboxylate reductase,,,(S)-proline(aq) + NADP(aq) = Î”1-pyrroline-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Fisher H.F.; Biochemistry; 24 618 (1985).,85SRI/FIS_293,298.15,9.2,0.0036,,spectrophotometry,phosphate (0.01 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.1,,,,,
3234,3234,3481,3264,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,320.25,7.4,0.146,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3235,3235,3482,3266,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,325.25,7.4,0.17,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3236,3236,3483,3261,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,328.15,7.4,0.169,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3237,3237,3484,3262,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,331.95,7.4,0.199,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3238,3238,3485,3265,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,338.15,7.4,0.226,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3239,3239,3486,3263,arabinose isomerase,kegg:C00216 = kegg:C00309,,D-arabinose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1295,343.75,7.4,0.246,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.3,,,,,
3240,3240,3487,2451,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,313.15,7.4,0.391,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3241,3241,3488,2447,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,320.25,7.4,0.446,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3242,3242,3489,2448,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,325.25,7.4,0.484,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3243,3243,3490,2453,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,328.15,7.4,0.489,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3244,3244,3491,2449,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,331.95,7.4,0.521,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3245,3245,3492,2452,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,338.15,7.4,0.563,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3246,3246,3493,2450,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1377,343.75,7.4,0.591,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.20,,,,,
3247,3247,,2440,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1378,320.15,7.1,,,calorimetry,phosphate,,5.3.1.20,,, ,,10.97
3248,3248,,2439,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1378,325.35,7.1,,,calorimetry,phosphate,,5.3.1.20,,, ,,11.38
3249,3249,,2438,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1378,331.65,7.1,,,calorimetry,phosphate,,5.3.1.20,,, ,,12.11
3250,3250,,2441,ribose isomerase,kegg:C00121 = kegg:C00309,,D-ribose(aq) = D-ribulose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 22 197 (1985).,85TEW/GOL2_1378,338.15,7.1,,,calorimetry,phosphate,,5.3.1.20,,, ,,12.25
3251,3251,3494,2857,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,298.35,8.7,0.172,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3252,3252,3495,2864,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,306.15,8.7,0.204,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3253,3253,3497,2858,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,313.25,8.7,0.237,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3254,3254,3496,2859,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,314.05,8.7,0.224,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3255,3255,3498,2862,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,320.15,8.7,0.272,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3256,3256,3499,2861,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,328.15,8.7,0.315,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3257,3257,3500,2863,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,335.05,8.7,0.374,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3258,3258,3501,2860,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1328,342.15,8.7,0.424,,HPLC,phosphate (0.039 mol dm-3),,5.3.1.5,,,,,
3259,3259,,2852,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1329,313.15,7.4,,,calorimetry,phosphate (~0.025 mol dm-3),,5.3.1.5,,, ,,16.85
3260,3260,,2853,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1329,320.15,7.4,,,calorimetry,phosphate (~0.025 mol dm-3),,5.3.1.5,,, ,,16.55
3261,3261,,2856,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1329,325.35,7.4,,,calorimetry,phosphate (~0.025 mol dm-3),,5.3.1.5,,, ,,17.26
3262,3262,,2855,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1329,331.65,7.4,,,calorimetry,phosphate (~0.025 mol dm-3),,5.3.1.5,,, ,,17.57
3263,3263,,2854,xylose isomerase,kegg:C00181 = kegg:C00310,,D-xylose(aq) = D-xylulose(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Biophys. Chem.; 22 181 (1985).,85TEW/STE_1329,338.15,7.4,,,calorimetry,phosphate (~0.025 mol dm-3),,5.3.1.5,,, ,,17.64
3264,3264,,704,tryptophan synthase,kegg:C00118 + kegg:C00463 = kegg:C03506,,D-glyceraldehyde 3-phosphate(aq) + indole(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq),Wiesinger H.; Hinz H.J.; Arch. Biochem. Biophys.; 242 440 (1985).,85WIE/HIN_1180,298.15,7.5,,,calorimetry and spectrophotometry,sodium diphosphate (0.1 mol dm-3),,4.2.1.20,,, ,,-33.8
3265,3265,,700,tryptophan synthase,kegg:C00463 + kegg:C00065 = kegg:C00078 + kegg:C00001,,indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(l),Wiesinger H.; Hinz H.J.; Arch. Biochem. Biophys.; 242 440 (1985).,85WIE/HIN_1183,283.15,7.5,,,calorimetry and spectrophotometry,sodium diphosphate (0.1 mol dm-3) and Tris (0.2 mol dm-3),,4.2.1.20,,, ,,-78.7
3266,3266,,701,tryptophan synthase,kegg:C00463 + kegg:C00065 = kegg:C00078 + kegg:C00001,,indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(l),Wiesinger H.; Hinz H.J.; Arch. Biochem. Biophys.; 242 440 (1985).,85WIE/HIN_1183,298.15,7.5,,,calorimetry and spectrophotometry,sodium diphosphate (0.1 mol dm-3) and Tris (0.2 mol dm-3),,4.2.1.20,,, ,,-80.3
3267,3267,,703,tryptophan synthase,kegg:C00463 + kegg:C00065 = kegg:C00078 + kegg:C00001,,indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(l),Wiesinger H.; Hinz H.J.; Arch. Biochem. Biophys.; 242 440 (1985).,85WIE/HIN_1183,298.15,7.5,,,calorimetry and spectrophotometry,sodium diphosphate (0.1 mol dm-3) and Tris (0.2 mol dm-3),,4.2.1.20,,, ,,-81.2
3268,3268,,702,tryptophan synthase,kegg:C00463 + kegg:C00065 = kegg:C00078 + kegg:C00001,,indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(l),Wiesinger H.; Hinz H.J.; Arch. Biochem. Biophys.; 242 440 (1985).,85WIE/HIN_1183,308.15,7.5,,,calorimetry and spectrophotometry,sodium diphosphate (0.1 mol dm-3) and Tris (0.2 mol dm-3),,4.2.1.20,,, ,,-80.6
