,du_matched_index,standard_id,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
2994,3113,4145.0,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,CHB_17835 = CHB_17794,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_1398, , ,311.15,6.78,10.7, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.23 = -log[Mg+2] _ mol/L;IS=0.25;3-phospho-D-glycerate=0.000995;2-phospho-D-glycerate=0.000088;Mg2+_tot=0.001;K+_tot=0.234825  ,5.4.2.1, ,0.00059 Mg2+,0.25, , 
2995,3116,4136.0,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,CHB_17835 = CHB_17794,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_1398, , ,311.15,6.79,10.3, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.34 = -log[Mg+2] _ mol/L;IS=0.25;3-phospho-D-glycerate=0.000942;2-phospho-D-glycerate=0.000092;Mg2+_tot=0.0073;K+_tot=0.215925  ,5.4.2.1, ,0.0046 Mg2+,0.25, , 
2996,3117,4133.0,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,CHB_17835 = CHB_17794,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_1398, , ,311.15,6.83,11.3, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.22 = -log[Mg+2] _ mol/L;IS=0.25;3-phospho-D-glycerate=0.000951;2-phospho-D-glycerate=0.000084;Mg2+_tot=0.0073;K+_tot=0.215925  ,5.4.2.1, ,0.0006 Mg2+,0.25, , 
2997,3112,4132.0,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,CHB_17835 = CHB_17794,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_1398, , ,311.15,6.86,10.6, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.23 = -log[Mg+2] _ mol/L;IS=0.25;3-phospho-D-glycerate=0.000969;2-phospho-D-glycerate=0.000092;Mg2+_tot=0.001;K+_tot=0.234825  ,5.4.2.1, ,0.00059 Mg2+,0.25, , 
2998,3149,1408.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,298.15,7.0,4.26, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;K+_tot=0.234625  ,2.6.1.51, ,0.0 Mg2+,0.25, , 
2999,3150,1409.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,303.15,7.0,4.42, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;K+_tot=0.234625  ,2.6.1.51, ,0.0 Mg2+,0.25, , 
3000,3146,1404.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,311.15,7.0,5.73, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;K+_tot=0.234625;L-alanine=0.0206;L-serine=0.0202;pyruvate=0.000467;hydroxypyruvate=0.000081  ,2.6.1.51, ,0.0 Mg2+,0.06 & 0.25, , 
3001,3155,1407.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,311.15,7.0,5.27, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.08 = -log[Mg+2] _ mol/L;IS=0.25;K+_tot=0.159925;Mg2+_free=0.0083 _ Mg2+ (0.0083 mol/L) _ ,2.6.1.51, ,0.0083 Mg2+,0.25, , 
3002,3153,1410.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,311.15,7.0,5.5, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=1;K+_tot=0.984625  ,2.6.1.51, ,0.0 Mg2+,0.25 & 1, , 
3003,,1405.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022, ,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,311.15,7.0,5.47, ,spectrophotometry,potassium phosphate (0.025 mol dm-3), ,2.6.1.51, ,0.0 Mg2+,1.0, , 
3004,3154,1406.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,311.15,9.0,9.23, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;K+_tot=0.225  ,2.6.1.51, ,0.0 Mg2+,0.25, , 
3005,3151,1403.0,serine-pyruvate transaminase,kegg:C00041 + kegg:C00168 = kegg:C00065 + kegg:C00022,CHB_16977 + CHB_30841 = CHB_15361 + CHB_17115,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_537, , ,323.15,7.0,6.6, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;K+_tot=0.234625  ,2.6.1.51, ,0.0 Mg2+,0.25, , 
3006,3077,2260.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.72,306, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000107;K+_tot=0.247;Mg2+_tot=0.001  ,3.1.3.1, ,0.001 MgCl2,0.25, , 
3007,3078,2247.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.73,307, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000107;K+_tot=0.247;Mg2+_tot=0.001  ,3.1.3.1, ,0.001 MgCl2,0.25, , 
3008,3068,2257.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.86,341, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000096;K+_tot=0.212  ,3.1.3.1, ,0.0 MgCl2,0.25, , 
3009,3072,2250.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.87,247, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000132;K+_tot=0.212;Mg2+_tot=0.01  ,3.1.3.1, ,0.01 MgCl2,0.25, , 
3010,3076,2255.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.88,270, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000127;K+_tot=0.22;Mg2+_tot=0.01  ,3.1.3.1, ,0.01 MgCl2,0.25, , 
3011,3071,2245.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.89,260, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.15 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000126;K+_tot=0.212;Mg2+_tot=0.007  ,3.1.3.1, ,0.007 MgCl2,0.25, , 
3012,3075,2253.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.9,255, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.15 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000128;K+_tot=0.229;Mg2+_tot=0.007  ,3.1.3.1, ,0.007 MgCl2,0.25, , 
3013,3070,2249.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.91,298, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000109;K+_tot=0.213;Mg2+_tot=0.004  ,3.1.3.1, ,0.0 MgCl2,0.25, , 
3014,3074,2244.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.92,301, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.4 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.000011;K+_tot=0.238;Mg2+_tot=0.004  ,3.1.3.1, ,0.004 MgCl2,0.25, , 
3015,3080,2251.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.92,290, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;(R)-glycerate=0.0629;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000108;K+_tot=0.208  ,3.1.3.1, ,0.0 MgCl2,0.25, , 
3016,3079,2246.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.93,297, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.4 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0629;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000106;K+_tot=0.208  ,3.1.3.1, ,0.004 MgCl2,0.25, , 
3017,3060,2243.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.95,338, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.068;orthophosphate=0.0504;(R)-3-phosphoglycerate=0.0000102;K+_tot=0.22;Mg2+_tot=0.00099  ,3.1.3.1, ,0.001 MgCl2,0.25, , 
3018,3059,2258.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.95,288, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),mol/L;IS=0.25;(R)-glycerate=0.0687;orthophosphate=0.0509;(R)-3-phosphoglycerate=0.0000119;K+_tot=0.222;Mg2+_tot=0.0001  ,3.1.3.1, ,0.0 MgCl2,0.25, , 
3019,3073,2256.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,6.96,384, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000085;K+_tot=0.247;Mg2+_tot=0.001  ,3.1.3.1, ,0.001 MgCl2,0.25, , 
3020,3063,2254.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,332, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),4.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0678;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000102;K+_tot=0.23;Mg2+_tot=0.0001  ,3.1.3.1, ,0.0001 MgCl2,0.25, , 
3021,3064,2240.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,319, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0671;orthophosphate=0.0495;(R)-3-phosphoglycerate=0.0000104;K+_tot=0.218;Mg2+_tot=0.00099  ,3.1.3.1, ,0.00099 MgCl2,0.25, , 
3022,3069,2239.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,336, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000097;K+_tot=0.214;Mg2+_tot=0.001  ,3.1.3.1, ,0.00099 MgCl2,0.25, , 
3023,3066,2238.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,294, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),3.0 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0616;orthophosphate=0.0456;(R)-3-phosphoglycerate=0.0000095;K+_tot=0.2;Mg2+_tot=0.0091  ,3.1.3.1, ,0.001 MgCl2,0.25, , 
3024,3061,2248.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,269, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.32 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0654;orthophosphate=0.0484;(R)-3-phosphoglycerate=0.0000118;K+_tot=0.212;Mg2+_tot=0.0048  ,3.1.3.1, ,0.0048 MgCl2,0.25, , 
3025,3065,2241.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,310, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.32 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0646;orthophosphate=0.0476;(R)-3-phosphoglycerate=0.0000099;K+_tot=0.21;Mg2+_tot=0.0048  ,3.1.3.1, ,0.0048 MgCl2,0.25, , 
3026,3067,2242.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,294, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.04 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000114;K+_tot=0.214  ,3.1.3.1, ,0.0091 MgCl2,0.25, , 
3027,3062,2252.0,alkaline phosphatase,kegg:C00197 + kegg:C00001 = kegg:C00258 + kegg:C00009,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),Guynn R.W.; Arch. Biochem. Biophys.; 218 14 (1982).,82GUY_803,6293382.0,10.1016/0003-9861(82)90315-0,311.15,7.0,303, ,spectrophotometry,potassium phosphate (0.025 mol dm-3),2.04 = -log[Mg+2] _ mol/L;IS=0.25;(R)-glycerate=0.0624;orthophosphate=0.0462;(R)-3-phosphoglycerate=0.0000095;K+_tot=0.203;Mg2+_tot=0.0091  ,3.1.3.1, ,0.0091 MgCl2,0.25, , 
3028,3203,1280.0,xylose isomerase,kegg:C00181 = kegg:C00310,CHB_53455 = CHS_388344,D-xylose(aq) = D-xylulose(aq),Hsiao H.-Y.; Chiang L.-C.; Chen L.-F.; Tsao G.T.; Enzyme Microb. Technol. 4 25 (1982).,82HSI/CHI_1327, , ,313.15,7.5,0.18, ,liquid chromatography,_-glycerophosphate (0.1 mol dm-3),mol/L;D-xylose=1;D-xylulose=0;(Mg)1(SO4)1=0.001;(Na)1(HSO3)1=0.00480487;glycerophosphate buffer=0.1  ,5.3.1.5, , , , , 
3029,3204,1279.0,xylose isomerase,kegg:C00181 = kegg:C00310,CHB_53455 = CHS_388344,D-xylose(aq) = D-xylulose(aq),Hsiao H.-Y.; Chiang L.-C.; Chen L.-F.; Tsao G.T.; Enzyme Microb. Technol. 4 25 (1982).,82HSI/CHI_1327, , ,323.15,7.5,0.22, ,liquid chromatography,_-glycerophosphate (0.1 mol dm-3),mol/L;D-xylose=1;D-xylulose=0;(Mg)1(SO4)1=0.001;(Na)1(HSO3)1=0.00480487;glycerophosphate buffer=0.1  ,5.3.1.5, , , , , 
3030,3205,1276.0,xylose isomerase,kegg:C00181 = kegg:C00310,CHB_53455 = CHS_388344,D-xylose(aq) = D-xylulose(aq),Hsiao H.-Y.; Chiang L.-C.; Chen L.-F.; Tsao G.T.; Enzyme Microb. Technol. 4 25 (1982).,82HSI/CHI_1327, , ,334.15,7.5,0.31, ,liquid chromatography,_-glycerophosphate (0.1 mol dm-3),mol/L;D-xylose=1;D-xylulose=0;(Mg)1(SO4)1=0.001;(Na)1(HSO3)1=0.00480487;glycerophosphate buffer=0.1  ,5.3.1.5, , , , , 
3031,3206,1277.0,xylose isomerase,kegg:C00181 = kegg:C00310,CHB_53455 = CHS_388344,D-xylose(aq) = D-xylulose(aq),Hsiao H.-Y.; Chiang L.-C.; Chen L.-F.; Tsao G.T.; Enzyme Microb. Technol. 4 25 (1982).,82HSI/CHI_1327, , ,343.15,7.5,0.39, ,liquid chromatography,_-glycerophosphate (0.1 mol dm-3),mol/L;D-xylose=1;D-xylulose=0;(Mg)1(SO4)1=0.001;(Na)1(HSO3)1=0.00480487;glycerophosphate buffer=0.1  ,5.3.1.5, , , , , 
3032,3207,1278.0,xylose isomerase,kegg:C00181 = kegg:C00310,CHB_53455 = CHS_388344,D-xylose(aq) = D-xylulose(aq),Hsiao H.-Y.; Chiang L.-C.; Chen L.-F.; Tsao G.T.; Enzyme Microb. Technol. 4 25 (1982).,82HSI/CHI_1327, , ,345.15,7.5,0.41, ,liquid chromatography,_-glycerophosphate (0.1 mol dm-3),mol/L;D-xylose=1;D-xylulose=0;(Mg)1(SO4)1=0.001;(Na)1(HSO3)1=0.00480487;glycerophosphate buffer=0.1  ,5.3.1.5, , , , , 
3033,,1562.0,6-phosphofructokinase,kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354, ,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)","Redman-Furey N.L.; ""Biochemical Thermodynamics and Analytical Enthalpimetry""; Thesis Pennsylvania State University (1982).",82RED_554, , ,298.15,9.0, , ,calorimetry,(NH3 + NH4Cl) glycylglycine Taps and Tris  +  glycylglycine (0.1 mol dm-3), ,2.7.1.11, , , , ,-53
3034,,1563.0,6-phosphofructokinase,kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354, ,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)","Redman-Furey N.L.; ""Biochemical Thermodynamics and Analytical Enthalpimetry""; Thesis Pennsylvania State University (1982).",82RED_554, , ,298.15,9.0, , ,calorimetry,(NH3 + NH4Cl) glycylglycine Taps and Tris  +  glycylglycine (0.1 mol dm-3), ,2.7.1.11, , , , ,-61.2
3035,,1564.0,6-phosphofructokinase,kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354, ,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)","Redman-Furey N.L.; ""Biochemical Thermodynamics and Analytical Enthalpimetry""; Thesis Pennsylvania State University (1982).",82RED_554, , ,298.15,9.0, , ,calorimetry,(NH3 + NH4Cl) glycylglycine Taps and Tris  +  glycylglycine (0.1 mol dm-3), ,2.7.1.11, , , , ,-50.3
3036,,1565.0,6-phosphofructokinase,kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354, ,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)","Redman-Furey N.L.; ""Biochemical Thermodynamics and Analytical Enthalpimetry""; Thesis Pennsylvania State University (1982).",82RED_554, , ,298.15,9.0, , ,calorimetry,(NH3 + NH4Cl) glycylglycine Taps and Tris  +  glycylglycine (0.1 mol dm-3), ,2.7.1.11, , , , ,-56.7
